year,month,day,hour,PM2.5,temperature,pressure,rain,wind_direction,wind_speed
2014,11,18,12,54,10.6,1017,0,NE,0.6
2014,11,18,13,,13.7,1024.7,0,SE,1.3
2014,11,18,14,57,13.7,1013,0,S,1.9
2014,11,18,15,57,13.7,1016,0,SSW,1.3
2014,11,18,16,55,13.1,1010,0,SW,1.1
2014,11,18,17,61,9.4,1010,0,WSW,1.6
2014,11,18,18,74,5.6,1009,0,WSW,0.6
2014,11,18,19,89,3.8,1009,0,SSE,0
2014,11,18,20,116,2.6,1013,0,SSW,0
2014,11,18,21,135,1.9,1014,0,WSW,0
2014,11,18,22,135,1.2,1013,0,E,0
2014,11,18,23,140,0.7,1015,0,ESE,0.7
2014,11,19,0,162,2.4,1015,0,E,1
2014,11,19,1,248,2.6,1013,0,ENE,1.3
2014,11,19,2,233,2.4,1009,0,ENE,1.1
2014,11,19,3,211,1.9,1012,0,ENE,0.7
2014,11,19,4,198,0.8,1012,0,ENE,0.5
2014,11,19,5,183,1.4,1008,0,ENE,1.1
2014,11,19,6,124,1.4,1008,0,ENE,1.2
2014,11,19,7,118,1.8,1010,0,ENE,1.1
2014,11,19,8,160,3.7,1010,0,ENE,1.6
2014,11,19,9,178,4.4,1014,0,E,1.1
2014,11,19,10,210,4.9,1009,0,ENE,1.5
2014,11,19,11,240,6.3,1014,0,NE,1.6
2014,11,19,12,255,6.9,1013,0,E,1.6
2014,11,19,13,275,7.9,1009,0,ESE,1.3
2014,11,19,14,281,8.6,1012,0,ENE,1.2
2014,11,19,15,316,8.7,1010,0,ESE,0.8
2014,11,19,16,364,8,1008,0,NE,1.2
2014,11,19,17,354,6.3,1010,0,NNE,0.7
2014,11,19,18,322,4.6,1011,0,ENE,0.7
2014,11,19,19,337,3.5,1012,0,ENE,0.5
2014,11,19,20,342,2.6,1008,0,ENE,0.5
2014,11,19,21,354,2.2,1008,0,ESE,0.7
2014,11,19,22,375,2.4,1009,0,ESE,0.7
2014,11,19,23,384,2.1,1009,0,NE,1.1
2014,11,20,0,339,2.5,1012,0,ENE,1
2014,11,20,1,313,1.6,1009,0,ESE,0
2014,11,20,2,297,2.2,1013,0,ENE,0.7
2014,11,20,3,297,1.2,1008,0,ESE,0
2014,11,20,4,302,0.5,1013,0,ENE,0.9
2014,11,20,5,306,0.2,1009,0,ESE,0.1
2014,11,20,6,302,0.7,1009,0,NE,1.3
2014,11,20,7,302,1.4,1008,0,ENE,1.2
2014,11,20,8,289,1.7,1011,0,ENE,1.7
2014,11,20,9,305,2.7,1012,0,NE,1.5
2014,11,20,10,306,4,1012,0,NE,1.3
2014,11,20,11,292,6,1015,0,NNE,0.5
2014,11,20,12,,6.6,1009,0,E,0.6
2014,11,20,13,,9.9,1012.7,0,SSW,1.1
2014,11,20,14,186,9.9,1010,0,SSW,1.2
2014,11,20,15,272,9.3,1008,0,WSW,3.5
2014,11,20,16,269,8.8,1009,0,WSW,1.5
2014,11,20,17,292,7.7,1010,0,SW,1.4
2014,11,20,18,295,7,1012,0,SW,1
2014,11,20,19,296,4.5,1010,0,NE,0.9
2014,11,20,20,302,3.9,1012,0,ENE,1.8
2014,11,20,21,404,3.8,1012,0,ENE,1.2
2014,11,20,22,464,2.7,1015.4,0,E,0.9
2014,11,20,23,464,2.7,1011,0,ENE,1
2014,11,21,0,455,2.3,1011,0,ENE,1.3
2014,11,21,1,419,2.1,1011,0,ENE,1.3
2014,11,21,2,411,1.9,1012,0,ENE,1.4
2014,11,21,3,394,1.8,1014,0,E,0.7
2014,11,21,4,360,1.7,1017,0,N,0.2
2014,11,21,5,346,0.2,1017,0,E,0.2
2014,11,21,6,322,-0.7,1013,0,ESE,0
2014,11,21,7,307,-0.1,1017,0,NE,1
2014,11,21,8,303,0.1,1017,0,NW,0.5
2014,11,21,9,306,0.3,1020,0,ESE,0
2014,11,21,10,266,5.5,1020,0,W,1.7
2014,11,21,11,158,8.4,1023,0,WNW,0.7
2014,11,21,12,125,10.6,1024,0,E,0.1
2014,11,21,13,89,13.8,1015.2,0,NNE,1
2014,11,21,14,89,13.8,1024,0,WNW,1.4
2014,11,21,15,95,14.6,1023,0,N,2.4
2014,11,21,16,34,14.1,1026,0,NNW,2.4
2014,11,21,17,20,12.4,1026,0,NW,2
2014,11,21,18,17,10.8,1027,0,N,1.5
2014,11,21,19,22,7.7,1027,0,WNW,0
2014,11,21,20,33,4.6,1027,0,W,0.5
2014,11,21,21,29,4,1027,0,NE,1.2
2014,11,21,22,28,6.3,1024,0,NE,1.5
2014,11,21,23,29,5.9,1028,0,SSE,1
2014,11,22,0,14,6.3,1030,0,NE,1.5
2014,11,22,1,12,5.2,1028,0,NE,1.4
2014,11,22,2,6,4.8,1030,0,ENE,1.3
2014,11,22,3,7,5.5,1028,0,NE,2.1
2014,11,22,4,8,4.5,1028,0,ENE,1.3
2014,11,22,5,10,3.4,1034,0,NE,1.4
2014,11,22,6,11,0.7,1030,0,SE,0.8
2014,11,22,7,14,-1.2,1029,0,SE,0
2014,11,22,8,22,0.2,1029,0,E,0.8
2014,11,22,9,27,5.2,1029,0,E,1
2014,11,22,10,30,8.1,1030,0,ENE,1.6
2014,11,22,11,44,9.1,1036,0,NE,1.1
2014,11,22,12,28,10,1035,0,E,2
2014,11,22,13,26,11.6,1034,0,S,2.1
2014,11,22,14,24,11.8,1032,0,S,1.2
2014,11,22,15,32,11.8,1032,0,WSW,2
2014,11,22,16,36,11.1,1032,0,SW,1.2
2014,11,22,17,38,9.5,1028,0,SW,1.7
2014,11,22,18,40,8.5,1028,0,SW,1.3
2014,11,22,19,53,7.3,1028,0,SW,0.8
2014,11,22,20,67,3.9,1033,0,ESE,0.4
2014,11,22,21,87,4,1028,0,SW,0.6
2014,11,22,22,102,3.1,1028,0,ESE,0
2014,11,22,23,120,1.9,1027,0,ENE,1
2014,11,23,0,96,3.8,1028,0,ENE,1.2
2014,11,23,1,85,4,1030,0,ENE,1.3
2014,11,23,2,129,4.1,1026,0,ENE,1.6
2014,11,23,3,120,4.1,1030,0,ENE,1.8
2014,11,23,4,111,4.1,1029,0,ENE,1.8
2014,11,23,5,106,3.1,1026,0,NE,1.2
2014,11,23,6,101,2.2,1026,0,ENE,0.6
2014,11,23,7,109,3.5,1028,0,ENE,1.1
2014,11,23,8,106,4.2,1028,0,ENE,1.1
2014,11,23,9,96,5.3,1028,0,ENE,1.3
2014,11,23,10,94,5.9,1031,0,ESE,0.9
2014,11,23,11,91,6.4,1029,0,NNW,0
2014,11,23,12,91,8.6,1021.1,0,S,0.8
2014,11,23,13,103,9.9,1020.7,0,ENE,1
2014,11,23,14,107,10.5,1020,0,ENE,1
2014,11,23,15,115,9.9,1019.8,0,ESE,1.3
2014,11,23,16,137,5.7,1019.4,0,ESE,1
2014,11,23,17,150,4,1019.8,0,S,1.4
2014,11,23,18,151,3.9,1020.5,0,SSE,0.9
2014,11,23,19,156,3.5,1021.3,0,SSW,0.5
2014,11,23,20,170,1.9,1022.1,0,W,1.7
2014,11,23,21,158,1,1022.5,0,WNW,0.9
2014,11,23,22,156,1.4,1022.8,0,N,0.8
2014,11,23,23,161,0.7,1023.1,0,ESE,1
2014,11,24,0,191,0.7,1027,0,E,0
2014,11,24,1,240,-0.1,1030,0,E,1.1
2014,11,24,2,233,-1,1029,0,NNE,0
2014,11,24,3,207,0.1,1024,0,NW,0.5
2014,11,24,4,167,-0.9,1024,0,ENE,1.2
2014,11,24,5,117,0.3,1027,0,NE,1.4
2014,11,24,6,79,-1.3,1026,0,ENE,1
2014,11,24,7,47,-1.9,1023.6,0,NE,1.8
2014,11,24,8,38,2.9,1023.9,0,NE,1.1
2014,11,24,9,47,7,1024.2,0,NNE,1.3
2014,11,24,10,41,8.7,1024.5,0,NE,3
2014,11,24,11,36,8.7,1025,0,ENE,2.1
2014,11,24,12,18,9.6,1024,0,NNE,1.1
2014,11,24,13,20,12.2,1022.2,0,NE,2.1
2014,11,24,14,18,12.2,1028,0,WSW,1.2
2014,11,24,15,20,11.5,1025,0,SSW,1.3
2014,11,24,16,27,10,1026,0,WSW,2.4
2014,11,24,17,34,8.7,1024,0,SW,1.5
2014,11,24,18,40,7.5,1024,0,WSW,2.2
2014,11,24,19,45,6.4,1022,0,WSW,1.5
2014,11,24,20,58,4.3,1022,0,SW,0.8
2014,11,24,21,66,2.9,1027,0,SE,0
2014,11,24,22,75,1.7,1025,0,S,0
2014,11,24,23,85,0.5,1025,0,SSE,0.4
2014,11,25,0,73,-0.1,1026,0,S,0.4
2014,11,25,1,66,-0.7,1022,0,WSW,1.3
2014,11,25,2,66,-0.4,1024,0,NNE,0.5
2014,11,25,3,66,0.3,1025,0,ENE,1.5
2014,11,25,4,117,0.7,1026,0,E,0.7
2014,11,25,5,136,0.4,1028,0,ENE,1
2014,11,25,6,125,0.1,1022,0,ENE,1.3
2014,11,25,7,129,-0.1,1025,0,ENE,1.2
2014,11,25,8,130,0.5,1024,0,ENE,1.2
2014,11,25,9,130,2.3,1021,0,ENE,1.4
2014,11,25,10,115,3.5,1020,0,ENE,1
2014,11,25,11,107,4.8,1025,0,ENE,0.9
2014,11,25,12,123,6,1022,0,NW,0.5
2014,11,25,13,143,7.3,1024,0,N,0.8
2014,11,25,14,170,8.4,1025,0,E,0.8
2014,11,25,15,189,8.5,1024,0,SW,1.9
2014,11,25,16,191,7.5,1024,0,SSW,1.5
2014,11,25,17,183,6.1,1021,0,SSW,1
2014,11,25,18,161,5.4,1023,0,W,0.8
2014,11,25,19,221,4.8,1023,0,WNW,1.1
2014,11,25,20,240,2.9,1023,0,NNE,0
2014,11,25,21,246,2.5,1021,0,NE,1.2
2014,11,25,22,270,1.8,1021,0,ENE,0.9
2014,11,25,23,270,1.5,1019,0,E,1.1
2014,11,26,0,263,1.6,1019,0,E,0
2014,11,26,1,248,1.7,1025,0,E,1.1
2014,11,26,2,223,1.4,1019,0,E,1.2
2014,11,26,3,239,1.4,1021,0,ENE,1.4
2014,11,26,4,225,1.1,1024,0,NE,0.9
2014,11,26,5,209,1.2,1025,0,ENE,1.2
2014,11,26,6,191,1.3,1021,0,ENE,1.2
2014,11,26,7,175,1.1,1022,0,E,0.9
2014,11,26,8,179,2,1020,0,ENE,1.2
2014,11,26,9,176,3.5,1024,0,ENE,1.2
2014,11,26,10,189,4.8,1018,0,ENE,1
2014,11,26,11,184,6,1021,0,E,1.5
2014,11,26,12,196,7.2,1020,0,E,1.4
2014,11,26,13,231,8.4,1018,0,ENE,1.1
2014,11,26,14,250,8.9,1018,0,WNW,1.3
2014,11,26,15,244,9.3,1022,0,WNW,1
2014,11,26,16,252,8.9,1022,0,E,1
2014,11,26,17,303,8.1,1022,0,E,1.2
2014,11,26,18,324,7.4,1025,0,ENE,0.6
2014,11,26,19,323,6.3,1019,0,ENE,0
2014,11,26,20,337,4.4,1024,0,E,0
2014,11,26,21,347,3,1020,0,WNW,0.5
2014,11,26,22,365,3,1019,0,NE,0.9
2014,11,26,23,390,4.5,1024,0,NE,1.7
2014,11,27,0,398,4.1,1022,0,ENE,1.5
2014,11,27,1,408,3.7,1019,0,NNE,0.9
2014,11,27,2,388,3.8,1020,0,ENE,1.3
2014,11,27,3,290,4.4,1022,0,NE,0.9
2014,11,27,4,103,4.5,1022,0,NE,1.5
2014,11,27,5,67,5.4,1018,0,ENE,3
2014,11,27,6,37,5.8,1018,0,ENE,2.1
2014,11,27,7,13,5.5,1020,0,ENE,2.1
2014,11,27,8,12,5.5,1020,0,NE,2.2
2014,11,27,9,15,5.9,1022,0,ENE,1.7
2014,11,27,10,13,6.2,1020,0,ENE,1.9
2014,11,27,11,10,6.1,1021,0,NE,2.2
2014,11,27,12,14,6.1,1018,0,NE,3.2
2014,11,27,13,14,6.9,1020.3,0,NNE,2.5
2014,11,27,14,12,6.9,1018,0,NE,0.9
2014,11,27,15,14,6.9,1020,0,NE,1.2
2014,11,27,16,16,6.6,1022,0,NE,1.4
2014,11,27,17,18,6.2,1018,0,NE,0.9
2014,11,27,18,16,5.9,1017,0,NE,1.2
2014,11,27,19,28,5.4,1020,0,NE,1.2
2014,11,27,20,28,5.4,1020,0,ENE,0
2014,11,27,21,32,5.2,1018,0,NNW,0
2014,11,27,22,33,4.2,1020,0,SSW,0
2014,11,27,23,32,3.7,1019,0,SSE,0
2014,11,28,0,34,4.4,1018,0,W,0.8
2014,11,28,1,35,3.2,1021,0,NE,0
2014,11,28,2,40,2.5,1017,0,ENE,0
2014,11,28,3,40,2,1020,0,ESE,0
2014,11,28,4,57,1.2,1020,0,E,0
2014,11,28,5,69,1.3,1020,0,NE,0
2014,11,28,6,86,-0.1,1020,0,S,0
2014,11,28,7,84,-1,1020,0,WSW,0
2014,11,28,8,85,-1,1017,0,NNE,0
2014,11,28,9,85,1.5,1021,0,WNW,0.9
2014,11,28,10,67,6.3,1015,0,SSW,1
2014,11,28,11,67,7.6,1019,0,S,1.2
2014,11,28,12,66,8.2,1018,0,W,1.5
2014,11,28,13,68,9.8,1015,0,SSW,1.3
2014,11,28,14,76,10.2,1020,0,S,1.8
2014,11,28,15,82,10.1,1017,0,SW,1.7
2014,11,28,16,76,8.8,1021,0,WSW,2.6
2014,11,28,17,76,7.7,1018,0,SW,1.9
2014,11,28,18,89,7,1021,0,SW,3.3
2014,11,28,19,111,6,1021,0,WSW,2.3
2014,11,28,20,141,5.3,1021,0,WSW,1.7
2014,11,28,21,163,4.5,1022,0,WSW,2.2
2014,11,28,22,183,4.2,1020,0,WSW,1.8
2014,11,28,23,187,1.8,1020,0,WNW,0.9
2014,11,29,0,187,0.1,1022,0,WNW,0.6
2014,11,29,1,200,-0.2,1018,0,ESE,0.1
2014,11,29,2,215,-0.8,1024,0,ENE,0
2014,11,29,3,192,-0.9,1022,0,ENE,1.1
2014,11,29,4,182,-0.7,1023,0,ENE,1.1
2014,11,29,5,192,0.2,1022,0,NNE,1.1
2014,11,29,6,229,0.5,1026,0,ENE,1.2
2014,11,29,7,241,0.7,1026,0,ENE,1.1
2014,11,29,8,234,1.8,1021,0,NW,0.9
2014,11,29,9,232,2.6,1024,0,NE,1
2014,11,29,10,232,3.1,1025,0,NE,1.5
2014,11,29,11,227,3.5,1025,0,ENE,1.3
2014,11,29,12,239,3.9,1021,0,NE,1.6
2014,11,29,13,267,4.1,1024,0,NE,1.6
2014,11,29,14,277,4.1,1019,0,NE,1.4
2014,11,29,15,285,4,1022,0,NE,1.2
2014,11,29,16,287,4,1023,0,NNE,1.5
2014,11,29,17,321,2.8,1025,0.6,NE,1.7
2014,11,29,18,277,3,1023,0.1,NE,1.3
2014,11,29,19,280,3.3,1024,0,NE,1
2014,11,29,20,271,3.5,1021,0,NNE,0.6
2014,11,29,21,266,3.8,1020,0,NE,1.7
2014,11,29,22,277,3.9,1019,0,ENE,1.1
2014,11,29,23,261,4,1023,0,SE,0.5
2014,11,30,0,227,3.7,1023,0,E,0.1
2014,11,30,1,209,3.4,1022,0,NNE,1.1
2014,11,30,2,246,3.6,1023,0,NE,1
2014,11,30,3,245,3.2,1020,0,W,0
2014,11,30,4,235,2.8,1024,0,NNW,0
2014,11,30,5,238,3.1,1020,0,NE,1.5
2014,11,30,6,240,3.7,1023,0,NNE,1.6
2014,11,30,7,191,4.7,1019,0,NNW,1.9
2014,11,30,8,35,6.1,1018,0,N,2.2
2014,11,30,9,14,6.4,1019,0,N,2.1
2014,11,30,10,18,6.7,1019,0,NNW,4.1
2014,11,30,11,18,7.5,1019,0,NW,5
2014,11,30,12,17,6.4,1015,0,NNW,5.2
2014,11,30,13,26,5.3,1018.3,0,WNW,6.8
2014,11,30,14,42,5.3,1015,0,NW,4.3
2014,11,30,15,29,4.1,1020,0,N,4.2
2014,11,30,16,17,3.2,1020,0,NNW,3.8
2014,11,30,17,12,2.1,1016,0,N,5.7
2014,11,30,18,12,1.5,1019,0,NNW,2.4
2014,11,30,19,22,0.5,1021,0,NNW,5.1
2014,11,30,20,25,-0.9,1018,0,NNW,6.8
2014,11,30,21,25,-2.4,1019,0,NW,6.1
2014,11,30,22,23,-3,1015,0,NNW,4.7
2014,11,30,23,27,-3.5,1015,0,N,7.3
2014,12,1,0,42,-4,1017,0,NNW,4.8
2014,12,1,1,36,-4.5,1019,0,NNW,4
2014,12,1,2,25,-4.8,1019,0,NNW,3.8
2014,12,1,3,18,-4.8,1019,0,NNE,4.4
2014,12,1,4,12,-5,1019,0,NNW,7.6
2014,12,1,5,9,-5.1,1018,0,N,5.8
2014,12,1,6,9,-5.4,1019,0,N,3.3
2014,12,1,7,8,-5.4,1013,0,NNE,5.7
2014,12,1,8,8,-5.4,1014,0,NNW,5.1
2014,12,1,9,8,-4.5,1016,0,NNW,3.8
2014,12,1,10,7,-3.4,1011,0,NNW,4.2
2014,12,1,11,8,-2.8,1014,0,N,5.5
2014,12,1,12,11,-2,1013,0,NNW,3.3
2014,12,1,13,9,-2.4,1028.2,0,NW,5.3
2014,12,1,14,12,-1.6,1027.5,0,NW,4.7
2014,12,1,15,7,-0.3,1017,0,WNW,2.9
2014,12,1,16,5,-0.8,1015,0,NNW,2.9
2014,12,1,17,8,-2,1014,0,NNW,1.8
2014,12,1,18,9,-3.1,1013,0,NNW,0.9
2014,12,1,19,13,-3.2,1015,0,NNW,1.6
2014,12,1,20,18,-3.4,1015,0,NNE,1.3
2014,12,1,21,13,-3.8,1015,0,NNW,2.3
2014,12,1,22,16,-4.4,1016,0,NE,1.7
2014,12,1,23,8,-4.8,1018,0,NNE,1.3
2014,12,2,0,8,-5.3,1018,0,N,2
2014,12,2,1,9,-6.8,1015,0,NNE,0.6
2014,12,2,2,10,-6,1014,0,NE,2.4
2014,12,2,3,8,-7.1,1014,0,N,1.5
2014,12,2,4,11,-7.4,1016,0,NE,0.9
2014,12,2,5,11,-7.8,1020,0,NE,1.5
2014,12,2,6,9,-8.5,1018,0,NE,1
2014,12,2,7,8,-10.1,1026.2,0,WNW,0.5
2014,12,2,8,10,-10,1020,0,WNW,0.7
2014,12,2,9,12,-6.2,1016,0,E,0.4
2014,12,2,10,17,-3.9,1015,0,SW,2.2
2014,12,2,11,28,-3,1018,0,W,2.6
2014,12,2,12,40,-1.8,1016,0,WSW,2.4
2014,12,2,13,51,0,1019,0,SW,2.4
2014,12,2,14,41,0.7,1015,0,SW,2.2
2014,12,2,15,42,1,1018,0,SSW,2.4
2014,12,2,16,42,-0.1,1016,0,SW,2.3
2014,12,2,17,42,-1.2,1018,0,SSW,2
2014,12,2,18,42,-2.5,1017,0,SSW,0.9
2014,12,2,19,79,-2.6,1019,0,SSE,1
2014,12,2,20,84,-4.5,1023,0,NNE,0.5
2014,12,2,21,100,-6.1,1020,0,WNW,0.4
2014,12,2,22,102,-6.6,1022,0,SE,0.5
2014,12,2,23,103,-7.2,1025,0,ENE,1.4
2014,12,3,0,111,-7.3,1024,0,NE,0.2
2014,12,3,1,131,-7.7,1025,0,SE,0.8
2014,12,3,2,70,-5.1,1025,0,NE,1
2014,12,3,3,31,-4.2,1025,0,NE,0.9
2014,12,3,4,20,-3,1025,0,N,1.3
2014,12,3,5,14,-3.1,1028,0,N,1.7
2014,12,3,6,13,-4,1029,0,NNE,1.8
2014,12,3,7,5,-4,1029,0,N,1.2
2014,12,3,8,11,-4.2,1032,0,N,1.7
2014,12,3,9,11,-3.2,1030,0,NNW,1.8
2014,12,3,10,13,-1.5,1033,0,NNW,4.5
2014,12,3,11,8,-1.3,1032,0,N,5
2014,12,3,12,8,-0.6,1032,0,N,3.8
2014,12,3,13,5,0.4,1029,0,NNW,3.5
2014,12,3,14,5,1.1,1030,0,NW,4.8
2014,12,3,15,7,1.1,1029,0,WNW,5.7
2014,12,3,16,8,0.6,1032,0,NW,3.1
2014,12,3,17,10,-0.1,1030,0,NNW,5.2
2014,12,3,18,10,-0.2,1030,0,NNW,4
2014,12,3,19,9,-0.9,1031,0,NNW,3.4
2014,12,3,20,10,-1.2,1035,0,NNW,6.7
2014,12,3,21,4,-1.6,1030,0,NNW,5.3
2014,12,3,22,6,-2,1034,0,NNW,4.1
2014,12,3,23,6,-2.3,1034,0,NNW,4.7
2014,12,4,0,7,-2.6,1032,0,WSW,1.7
2014,12,4,1,9,-2.7,1029,0,NNW,6.4
2014,12,4,2,6,-2.8,1032,0,NNW,4.3
2014,12,4,3,10,-2.9,1033,0,NNW,2.7
2014,12,4,4,8,-3.1,1029,0,NW,2.7
2014,12,4,5,4,-2.7,1030,0,N,2.4
2014,12,4,6,6,-3,1031,0,NW,1.4
2014,12,4,7,3,-2.9,1030,0,NW,4.4
2014,12,4,8,9,-2.8,1034,0,NNW,2.3
2014,12,4,9,3,-1.6,1035,0,NNW,4.5
2014,12,4,10,9,-0.7,1032,0,NNW,5.8
2014,12,4,11,8,-0.4,1031,0,NNW,5.8
2014,12,4,12,8,0.3,1029,0,NW,3.4
2014,12,4,13,9,0.9,1030,0,NNW,3
2014,12,4,14,8,1.7,1032,0,NW,4.9
2014,12,4,15,6,2.1,1032,0,NNW,5.6
2014,12,4,16,4,1.5,1030,0,NNW,4.4
2014,12,4,17,6,0.6,1032,0,NNW,1.7
2014,12,4,18,3,0.2,1033,0,N,3.5
2014,12,4,19,11,0.4,1033,0,N,4.4
2014,12,4,20,13,-0.5,1031,0,N,2.4
2014,12,4,21,9,-1.6,1027,0,NE,1.8
2014,12,4,22,10,-2.7,1028,0,NE,2.2
2014,12,4,23,9,-3.4,1031,0,NNE,1.2
2014,12,5,0,6,-3.7,1031,0,NNE,1.5
2014,12,5,1,11,-3.8,1030,0,NE,1.4
2014,12,5,2,11,-4,1027,0,NE,2.4
2014,12,5,3,5,-4,1028,0,NE,0.9
2014,12,5,4,8,-5.8,1028,0,NNE,1.1
2014,12,5,5,5,-4.9,1030,0,NNE,1.7
2014,12,5,6,8,-4.6,1028,0,NE,1.5
2014,12,5,7,6,-4.7,1030,0,NE,1.5
2014,12,5,8,9,-5.1,1027,0,NE,1.1
2014,12,5,9,7,-3,1027,0,ENE,0.9
2014,12,5,10,17,-0.1,1026,0,ENE,2.6
2014,12,5,11,21,1.4,1029,0,N,2.6
2014,12,5,12,10,2.8,1027,0,NE,2.5
2014,12,5,13,6,4.1,1026,0,NW,1.6
2014,12,5,14,7,5.2,1026,0,N,3.9
2014,12,5,15,,5.3,1027,0,NNW,2.6
2014,12,5,16,,4.9,1028,0,NNW,2.6
2014,12,5,17,5,2.8,1024,0,WSW,1.6
2014,12,5,18,24,0,1028,0,SSW,1.3
2014,12,5,19,68,-1.3,1028,0,WSW,1.2
2014,12,5,20,91,-2.8,1028,0,WSW,1.3
2014,12,5,21,113,-4.2,1028,0,WNW,0.8
2014,12,5,22,119,-5.4,1028,0,N,0.8
2014,12,5,23,117,-5.7,1025,0,ENE,0.9
2014,12,6,0,117,-5.9,1028,0,NE,1.1
2014,12,6,1,125,-4.8,1029,0,NE,1.1
2014,12,6,2,148,-4.4,1024,0,ENE,1
2014,12,6,3,138,-6.4,1026,0,WNW,0.7
2014,12,6,4,70,-6.8,1024,0,NNE,0.6
2014,12,6,5,60,-4.7,1025,0,NNE,1.5
2014,12,6,6,39,-4.9,1022,0,NE,2.4
2014,12,6,7,25,-5.1,1024,0,NNE,0.9
2014,12,6,8,20,-5.2,1022,0,NE,1.6
2014,12,6,9,24,-2.3,1026,0,ENE,1.2
2014,12,6,10,25,0.4,1024,0,NE,2.1
2014,12,6,11,26,1.8,1022,0,ENE,1
2014,12,6,12,23,2.5,1024,0,S,1.2
2014,12,6,13,18,4.1,1025,0,SW,1.4
2014,12,6,14,22,3.8,1024,0,W,1.4
2014,12,6,15,23,3.5,1023,0,WSW,1.4
2014,12,6,16,33,3,1022,0,W,1.1
2014,12,6,17,47,2,1023,0,WNW,0.8
2014,12,6,18,60,0.8,1021,0,W,0.9
2014,12,6,19,61,1.3,1022,0,SE,1.2
2014,12,6,20,70,0.2,1022,0,W,0.6
2014,12,6,21,102,0.6,1023,0,SE,0.4
2014,12,6,22,91,-0.3,1023,0,NNE,0.8
2014,12,6,23,74,1,1025,0,S,1.4
2014,12,7,0,63,0,1024,0,NNW,0.7
2014,12,7,1,78,0.2,1021,0,ENE,1.9
2014,12,7,2,117,0.4,1025,0,NE,1.3
2014,12,7,3,70,0.1,1021,0,NE,1.2
2014,12,7,4,59,-0.3,1025,0,ENE,0.9
2014,12,7,5,68,-1.3,1022,0,NE,1.2
2014,12,7,6,59,-2,1022,0,ENE,1.4
2014,12,7,7,51,-2,1019,0,ENE,1.3
2014,12,7,8,52,-3.3,1018,0,NE,0.9
2014,12,7,9,61,-2.2,1016,0,ENE,1.7
2014,12,7,10,92,1.2,1020,0,NE,1.2
2014,12,7,11,90,3.8,1017,0,NNW,2.2
2014,12,7,12,43,4.4,1021,0,NNW,3.2
2014,12,7,13,17,4.8,1019,0,N,3
2014,12,7,14,15,5.2,1018,0,N,4
2014,12,7,15,10,5.2,1018,0,NW,3
2014,12,7,16,10,4.5,1018,0,N,3
2014,12,7,17,7,3.3,1019,0,NNW,2.8
2014,12,7,18,13,2.9,1017,0,N,2.6
2014,12,7,19,14,2.5,1016,0,N,1.4
2014,12,7,20,18,0.9,1016,0,NE,0.9
2014,12,7,21,29,-0.8,1017,0,N,0.7
2014,12,7,22,30,-2.9,1015,0,SW,0.6
2014,12,7,23,26,-1.9,1014,0,NNE,1.3
2014,12,8,0,20,-1.4,1016,0,NW,1.3
2014,12,8,1,21,-1.3,1015,0,NE,1
2014,12,8,2,13,-2.5,1014,0,NE,1.1
2014,12,8,3,14,-1.9,1015,0,NNE,2.2
2014,12,8,4,15,-2.4,1016,0,NE,1.2
2014,12,8,5,18,-4.2,1018,0,SSE,0.8
2014,12,8,6,21,-5.1,1014,0,NE,1.8
2014,12,8,7,21,-5.4,1018,0,NNW,1.1
2014,12,8,8,22,-5,1017,0,NE,0.9
2014,12,8,9,20,-1.8,1013,0,ENE,1.2
2014,12,8,10,17,0.3,1018,0,N,1.3
2014,12,8,11,20,1.1,1018,0,NW,1.1
2014,12,8,12,36,2.2,1017,0,WSW,1.9
2014,12,8,13,69,3.3,1020,0,SSW,1.4
2014,12,8,14,93,3.8,1019,0,SW,1.7
2014,12,8,15,96,3.8,1019,0,SW,1.9
2014,12,8,16,105,3.4,1019,0,SW,1.6
2014,12,8,17,117,1.1,1022,0,SW,1
2014,12,8,18,125,-1.3,1020,0,W,0.9
2014,12,8,19,106,-3,1019,0,W,0.8
2014,12,8,20,96,-4,1019,0,S,0.5
2014,12,8,21,97,-4.5,1024,0,SSE,0
2014,12,8,22,105,-4.4,1020,0,NE,1
2014,12,8,23,141,-4,1022,0,ENE,1
2014,12,9,0,207,-3.9,1023,0,NE,0.9
2014,12,9,1,243,-3.3,1026,0,NE,1.2
2014,12,9,2,245,-2.9,1022,0,NE,0.9
2014,12,9,3,239,-3.3,1025,0,NE,1.6
2014,12,9,4,226,-3.9,1022,0,NE,1
2014,12,9,5,232,-4.3,1027,0,NE,1.2
2014,12,9,6,214,-4.3,1023,0,NE,1.2
2014,12,9,7,183,-4.3,1027,0,NE,1.7
2014,12,9,8,159,-3.7,1028,0,ENE,1.3
2014,12,9,9,170,-3.1,1027,0,NE,1.7
2014,12,9,10,195,-2.3,1027,0,ENE,1.1
2014,12,9,11,204,-1.9,1026,0,ENE,1
2014,12,9,12,240,-1.4,1027,0,NE,1.7
2014,12,9,13,274,-1,1026,0,ENE,1.8
2014,12,9,14,295,-0.7,1028,0,ENE,1.7
2014,12,9,15,312,-0.6,1025,0,NNE,1.5
2014,12,9,16,325,-0.7,1030,0,NNE,1.6
2014,12,9,17,320,-0.9,1030,0,N,1.2
2014,12,9,18,314,-0.8,1026,0,NE,1.1
2014,12,9,19,309,-0.7,1030,0,NE,0.9
